arm,revenue,prior_revenue
alternative 2,8.786860266376975,15.642955711690549
alternative 2,6.4386517176255555,11.37481847094764
baseline,5.77836670148743,8.544299995817502
alternative 1,8.897060007750573,12.709075045218825
baseline,6.768499521524417,11.490149146542157
baseline,10.05633317016384,10.31838015885794
baseline,12.874998144055423,5.652329920984137
alternative 1,11.431784919445777,7.793285440731726
baseline,13.287620364930477,10.50367290361364
baseline,9.371414855448833,7.729922092727536
baseline,12.469884983065992,13.282855056442783
baseline,8.401445377419446,6.100980302655809
alternative 2,12.582633128835678,5.1544071738989
alternative 2,6.583462687251085,6.311899173416302
alternative 2,9.253648550883751,5.491004332353665
alternative 1,3.1836002718552665,6.09366741698863
baseline,11.927423339717857,5.685367783619698
alternative 2,9.479190966137491,15.340095387096685
baseline,9.85247760991873,10.52759296918878
baseline,7.1618799452453406,15.990424561100426
baseline,8.376116532584714,8.81568594664545
baseline,13.951176033902094,8.954797265439144
baseline,10.143666348025645,8.654935037632612
alternative 1,8.175502865828317,10.611506032484275
alternative 2,12.158829567594317,7.570254706362299
baseline,7.701758631559211,7.672591733427311
baseline,5.796237957400695,4.728709224442108
alternative 2,11.391501441674723,12.315787409525335
baseline,12.613135879435653,2.354026180590025
alternative 1,8.264804738870218,6.193724133222323
alternative 2,10.93121231346257,8.246529443571855
baseline,11.775735718733765,9.442540728795976
baseline,4.3119943152463325,6.598742381601378
alternative 1,9.017355344479961,9.770331287693258
baseline,5.782969576887995,4.890620889361634
alternative 1,9.168736012719537,5.288998081848418
alternative 2,5.494111720497643,8.164578462105975
baseline,8.534661725984048,6.864798567982096
alternative 1,6.888789129825112,9.541507169667184
alternative 1,6.8395112889605425,9.712091064994517
baseline,8.858594391647998,10.002950466159968
alternative 1,11.634616696309935,12.017743536171785
baseline,13.86463141319825,12.014440690691481
alternative 1,9.715672594625413,8.199705087079566
baseline,8.836717231551328,6.866668080692569
alternative 1,9.013587873154673,11.592162436135805
baseline,7.822997191350938,9.388346424008677
alternative 2,8.467913313834693,10.128062990562844
baseline,8.351849848150149,7.281468286117843
alternative 1,6.960099915203924,11.0099863215367
alternative 1,8.709751784008935,8.214734809999893
alternative 2,11.284213507641631,8.256451347597048
alternative 1,12.37955368105711,6.578401538920231
alternative 2,9.939085461548155,5.285704334998997
alternative 2,9.459376824329718,4.46109350688011
alternative 2,12.738949567677379,11.799511301016736
baseline,12.352510521173429,9.586617440523403
alternative 1,6.3603887858697234,7.098978103892151
alternative 2,15.090516165661564,13.80703131139939
alternative 2,10.867665470852314,7.953097897759019
alternative 2,14.605870268095533,7.41649051584557
alternative 1,9.686547624287723,13.555871916195375
baseline,7.490984501006117,11.987670756911337
alternative 1,10.56168238753161,9.381450373305317
alternative 2,7.519699202600653,7.326680719690172
alternative 1,9.868353218551976,5.22998961535584
alternative 1,9.39223157705475,11.12315295218499
alternative 2,13.455660518427301,5.304928776619333
alternative 1,12.94874189148382,14.586090482539806
alternative 2,11.730454703140783,6.385854255726018
alternative 1,8.015672134919276,9.357208264644479
baseline,10.811390526191671,9.565944657930807
alternative 1,9.84349542868385,9.227759727982631
alternative 2,11.29532128353673,8.118429736516058
baseline,8.985439849052595,7.771924488569997
baseline,15.751778603512214,13.891702358522968
alternative 2,12.165882570040846,13.475926991803217
baseline,12.395384016933647,10.043813478542166
alternative 1,4.483285976940949,8.71350823962458
alternative 1,7.994886323944945,6.10077448072353
alternative 1,4.5415131761801515,10.978158039701075
alternative 1,9.97351296711244,5.997809059797164
baseline,7.762364480691431,12.98366681946249
alternative 1,6.3669104594503185,10.012396711801408
alternative 1,8.430665101296057,11.019090413186188
alternative 1,6.431677042030709,9.77025043262032
baseline,10.506167732037632,10.19054241868766
alternative 1,9.23722157388784,10.53382796178233
baseline,16.57531099615243,17.183893330313317
baseline,8.082351577639834,2.545271058942504
baseline,11.786485902165921,10.058757379703799
baseline,13.18312557755074,10.354657699145951
alternative 2,10.675811818577158,12.88671978763167
baseline,13.806341765241527,5.340319823657005
alternative 2,8.05018143858125,9.183221122133965
alternative 2,10.795312871773751,8.822050389943254
alternative 1,10.302621533585658,12.4883143679513
baseline,15.168129132162184,11.236739071318699
alternative 1,6.442998964640671,9.057871324406545
alternative 2,10.27394327622133,11.043920719943477
alternative 1,10.164504100301826,15.65118995333453
baseline,8.615460594235275,10.654251601300409
alternative 1,16.064134193232277,7.744379309289196
alternative 2,10.935446088511066,6.665358496627954
alternative 2,10.746260698882294,7.1593485555870755
baseline,13.140402710474039,9.941956577094185
alternative 2,7.6938082200531195,12.021703093375015
baseline,10.538998116614762,12.358456331670364
baseline,6.557012116156754,10.606473236745984
alternative 2,12.820025083934127,8.22986752929279
baseline,6.222991819095546,9.375177513888818
baseline,13.684345881342786,12.87779099190217
baseline,8.714714695733269,5.650743690870672
alternative 2,9.206460838951283,8.094567047804263
alternative 2,11.839340349914332,9.184995491287635
alternative 1,6.740207364788574,12.812789201782003
alternative 2,10.921277602334502,10.806246958192823
baseline,4.825043697606199,2.2272053879081426
alternative 1,4.687362655666775,8.058369723179673
alternative 1,10.729068052841427,2.4732593887781054
baseline,14.77855619311596,10.011698080310378
alternative 1,13.080884978849731,6.842089752577614
alternative 2,12.011579802517472,9.755587789912363
baseline,12.453058939163663,8.798625897200848
baseline,11.419645627022765,12.8065859563136
baseline,8.046471118324675,10.226732697468949
baseline,4.336413288332955,11.607509057190073
alternative 2,16.36398763038747,5.766691856753914
alternative 1,8.72585621871617,12.14144390274234
alternative 1,9.094252420399652,9.995298654479678
alternative 2,9.327001675429084,8.215543240736256
baseline,9.739917539243867,9.625014266418068
alternative 1,5.4556762152680705,9.301934042161914
alternative 1,13.70560181612798,8.242598619233286
alternative 1,5.288235051376117,9.04575179604072
alternative 2,8.35616156362711,5.484974524034182
alternative 2,10.917505385197863,7.369153888546766
alternative 1,7.125857499440175,9.960282141156167
alternative 2,5.900476213912996,4.275291049246626
baseline,12.012616583505794,3.707499197827751
baseline,7.069966914077936,4.100481393834688
baseline,8.541590599453503,10.784176242953496
alternative 1,9.33701384619713,16.67562016837185
alternative 1,12.260746853367003,6.706526449530196
alternative 1,5.408834985520768,17.620063822926504
alternative 2,13.687716017200088,11.268108821808715
alternative 1,9.224555436646854,10.320564702425052
alternative 1,4.553780173552721,9.971117510590304
baseline,10.213694192377044,6.78758347069556
baseline,8.384420639294564,14.045529180330668
alternative 1,8.624475239115412,15.713513907599332
alternative 1,3.7779616905378495,7.933609441322757
alternative 2,5.858164346259243,5.871732638324497
baseline,7.5153828830221086,10.445928880311774
baseline,10.800478513241162,7.4621290411171834
alternative 1,2.316601327990254,13.93307861909646
baseline,9.14270585189093,6.151129489096583
baseline,10.824792343210262,10.113335511569522
alternative 2,9.531970605000105,9.945593046924515
baseline,6.534910478775945,11.779738529529451
alternative 1,6.0093987157293896,7.683291034089704
baseline,11.946405448454726,13.1118768950307
baseline,14.757323704139015,12.667394715399716
alternative 1,8.027783448594654,4.876900792698612
alternative 2,14.715166756808681,13.612087966714927
alternative 1,6.984071539939513,12.26356711347368
alternative 2,9.503466618207785,14.003830650535185
baseline,8.455406012788654,15.43595386264551
alternative 2,12.858361642794737,14.89263453405796
baseline,8.608608191050362,10.71508881333258
alternative 2,7.5921624049669045,12.03196775635759
alternative 1,11.697124598511373,16.69107175460356
alternative 2,11.946119391658947,11.67228260751828
alternative 1,7.587508870488655,11.124138117905716
baseline,8.860326373937248,9.847582276526
baseline,10.523546984637385,8.443085379952489
alternative 2,10.688835289625981,8.37411449085974
alternative 1,7.8608066248984825,12.729993954506813
alternative 2,11.026240925479234,10.541198816600831
baseline,5.628085693043392,10.770374995491169
alternative 1,10.591270391925713,8.304984131933741
baseline,16.255089028782074,2.6323182074478044
alternative 2,12.85310140731164,11.638414414864586
alternative 2,12.124748795998237,10.02863811691587
alternative 2,12.152037967875113,12.104526438667682
baseline,7.822337248504018,10.39758686654027
alternative 1,8.450049473930088,6.218694799323474
alternative 2,12.651509923839868,7.8069187259479005
baseline,5.5064239756615985,7.882668017895053
alternative 2,8.103303305720608,12.58543702757033
alternative 2,10.959579421674233,13.647148237069821
alternative 2,8.500331306300863,12.122509615689498
alternative 2,19.018868744423738,10.56809740138142
baseline,12.584946586969458,11.580552992676218
baseline,5.73377401772252,11.257451892402353
alternative 2,11.419368961948706,8.720757849805072
baseline,7.347890877385359,11.581949720981111
alternative 2,7.582788781168136,15.900936814045691
alternative 2,10.842507250464385,5.8300788566404895
alternative 1,7.458011165014984,8.665596985130549
alternative 2,17.737129961771537,6.846233159571511
baseline,9.651348210245839,7.886514890404932
alternative 1,10.497775456744993,7.934349758884866
baseline,6.582830001580869,8.914116260611404
alternative 1,8.10181847000327,7.723266867127959
baseline,8.383568923308648,13.054087393643009
alternative 1,8.040779357197486,6.097617012564702
alternative 2,9.113652108600432,9.663006978396178
alternative 2,6.4911910903459376,14.377933880019196
baseline,12.602738432518816,13.790518230856339
alternative 1,10.176384376463048,3.218907649609699
alternative 2,15.10600114991554,6.909294920870322
baseline,7.653439767993703,9.968975431866332
baseline,14.134689540010449,12.6598614018572
baseline,12.718843360528062,8.56451884137634
alternative 1,8.017177421723664,10.5378310039402
baseline,9.609787476149402,12.16795372198806
alternative 2,12.99035299348568,11.274023963518117
alternative 1,1.4221161546918637,9.883965091031792
alternative 1,8.673438357801896,10.004076805278594
baseline,7.73702608436078,5.525642268802324
alternative 1,10.38941543992512,8.431096046803814
alternative 1,10.724078981122798,7.487256866945687
alternative 2,14.74773192147803,12.50319452771229
alternative 2,11.39048132563764,8.860134759842158
alternative 1,11.557226633394592,10.677643445712217
alternative 2,11.215752563791815,12.628596228678827
alternative 2,14.77960846321992,5.742766446543366
alternative 2,7.348847677950581,7.159217823563607
baseline,5.492726207069345,9.311754423292546
baseline,11.800349365733519,9.435745115142991
baseline,8.397635075161313,12.879373271387475
alternative 1,9.42166920962025,10.528948902098955
alternative 1,12.46270441469928,9.130274183446598
alternative 1,15.180642217874041,8.156554988384702
alternative 2,16.4938446135387,6.575794454262738
alternative 2,12.052454708641324,7.572403493581289
alternative 2,13.858698350943278,8.065302176424714
baseline,10.872613571932257,7.548374011875291
alternative 2,13.311675520999843,7.532746218082582
baseline,15.050244534228005,6.512008679115829
baseline,5.963116245015559,12.35465623423726
baseline,8.225069079209435,9.478288059651392
alternative 1,8.033276538492837,5.562175198541929
alternative 1,8.769019007584985,13.294747684916906
alternative 2,13.509411009916697,10.195378287877775
baseline,13.33680487910532,6.32144424591747
alternative 2,9.523637013284981,10.687414822190625
alternative 1,8.608755519548666,8.759530008570328
baseline,6.398068803036715,3.255975834071865
alternative 1,11.453599274848909,10.229664719756677
baseline,12.705995134630278,8.188292173524877
alternative 1,6.861666345517218,9.519643899909903
alternative 1,11.562598945838449,8.805643355037038
baseline,12.405355552985458,6.481075983220739
baseline,9.515658600490399,9.289657567765907
alternative 1,12.67916983176576,10.122882194047724
alternative 2,15.738232554882586,5.456945600157552
alternative 1,9.389756713233838,10.038194117541337
alternative 2,12.360279592760602,7.059920190653326
alternative 1,14.053339018232508,9.538891824415277
alternative 2,7.2387974611952455,9.451925028759144
alternative 2,9.56051543135966,17.849705426741988
alternative 1,12.14983079857504,9.648984067124653
alternative 1,8.664249944402385,12.353170587444396
alternative 2,13.496586480984643,0.7653502420380534
alternative 1,10.928979464200001,9.58389963193588
baseline,6.066568534639071,12.140642418872531
baseline,16.738564040674795,11.170387840483343
alternative 2,13.801285326770593,14.91235727589321
alternative 2,8.009213547839845,3.927285664499248
baseline,11.970598189928506,8.757165390675647
alternative 1,4.877479642885371,9.26549019159262
alternative 1,11.18264212137186,9.05308500570692
baseline,7.639517107794887,8.82947881911047
alternative 2,10.441570604095963,3.7115532121217534
baseline,9.57167514048792,5.466978583565325
baseline,11.97707785606329,4.816872273239666
alternative 1,12.038076613652809,8.272504792358175
alternative 2,8.871072879683965,10.383363791905916
baseline,7.401896664329824,10.336237262390192
alternative 1,6.803673675934888,7.829796463025692
alternative 1,10.216062507987406,6.084257798796852
baseline,6.206988094712929,10.244676522231025
baseline,9.919300442531846,10.006078234428177
alternative 1,9.982917710164262,9.672126661420943
baseline,11.824277871901206,9.792308860935975
alternative 2,4.4780883009740915,4.256346216014434
alternative 2,16.28384754072625,9.500215601176588
alternative 2,13.350724955151291,8.462888283118772
baseline,9.82595471681821,8.139906037187469
alternative 2,17.897781994384093,10.259727267092428
alternative 1,7.395426283481408,4.545380859709428
alternative 1,14.921200328207556,9.01016484431509
baseline,12.232687358684792,12.067991870919638
baseline,8.611508429708888,11.517358326158469
alternative 2,8.687585139745147,6.528720913881752
alternative 1,12.493394077536637,9.025431860533402
baseline,11.555538500807966,10.732762981645314
alternative 1,10.913795880165868,4.830389197395125
baseline,8.24412840605089,8.526574527510725
alternative 1,6.505563981295529,10.787020544049163
alternative 1,12.560679232787692,13.535553966038893
alternative 2,9.48238570437035,10.375897587373721
alternative 2,11.836930513470298,11.363768282610588
alternative 1,6.365594780782068,14.961740804794898
alternative 1,11.779560553039333,12.357948031077324
alternative 1,12.610380170701191,11.102407826797954
alternative 2,7.418059730847083,9.083081805334679
baseline,5.046839814814254,10.745217529097253
baseline,9.49235902550336,9.378432849419205
baseline,13.612003390256953,8.129017884330622
alternative 1,8.243630523683771,9.565919887889649
alternative 1,3.4800232517591025,8.70180903271399
alternative 2,3.0426152631414496,7.743435314312782
baseline,12.565567160178482,10.841799674753208
alternative 1,7.215539068637772,9.622394654671437
alternative 2,7.275031298608783,9.49296979055144
alternative 2,19.290960856477533,15.037403961115794
alternative 1,9.157866390051783,9.980432494746124
alternative 1,6.061304056096347,7.094632676146849
baseline,11.086552966314082,7.925322303090545
alternative 2,13.212448784554745,14.20905704293327
baseline,10.997862354343116,9.80521161751978
alternative 2,5.457661125268045,11.742830735816149
alternative 2,7.068986095382825,8.24597261409974
alternative 1,11.878727677155405,12.589274492927096
baseline,8.600477417949648,8.27325339524004
alternative 1,6.902043380229984,5.906438764022267
alternative 1,7.095613553687274,4.660609943255934
baseline,12.049187744524794,10.683570815485627
alternative 1,10.681587854611537,6.6367878482745715
alternative 2,6.914788309454831,9.66054282294068
alternative 1,9.192307694850676,9.058190517461163
alternative 2,9.631550192436451,14.63232733308316
baseline,11.278075035378935,15.412035174399474
alternative 1,12.8068950762949,14.609812778052035
baseline,6.776611700931994,11.27951297299409
alternative 1,7.704703533019881,4.509839865921402
alternative 2,14.988009508666577,8.618922422883113
alternative 1,5.834695109199947,8.25630841025392
baseline,7.611327631678542,7.418906097149998
alternative 1,8.335189829452052,14.69244557913423
alternative 1,7.001048350366123,14.477811992657571
alternative 1,11.546510387938564,10.688814690758258
alternative 2,12.744360096755624,9.540966991512372
alternative 2,14.358150311590279,11.200940789801303
alternative 1,4.006002044923461,10.388755795669896
alternative 1,11.351919428977846,8.632996344196348
baseline,10.378767618141797,7.6614260159767795
baseline,5.867123031809319,4.84886938720628
alternative 1,4.3887960387934095,11.507134227411596
alternative 1,1.529154874871014,7.500560219109556
alternative 2,8.203040144263866,8.653521392037607
alternative 1,3.430705350191392,10.711664284221856
baseline,6.180515817520304,12.897216622127807
alternative 1,7.134702937233503,9.21316092976424
baseline,10.011321569665618,10.232723158581717
baseline,10.111043132488426,8.218668353802105
alternative 2,11.529145592082129,10.898441391484862
baseline,7.704595998671139,10.779103456920671
alternative 1,12.575160907205088,11.617682588313658
baseline,12.79712572494156,10.015762546722335
alternative 2,7.691548661775363,7.071066620889065
alternative 1,9.959663903563236,12.32829117545693
baseline,18.357735741982168,12.445465833315811
alternative 1,5.488692727507495,7.198182282920053
alternative 2,17.335551947867998,8.856833204069664
alternative 2,10.642543904283865,6.618749238772313
baseline,14.695310216722731,11.000999621961876
alternative 2,8.176195956344065,6.518524133428187
alternative 2,11.421611837693616,9.632618524641357
alternative 2,12.996330651663381,11.1409054193816
alternative 1,8.206558953694133,7.868595213615901
alternative 1,8.520173555103499,7.847957460029712
alternative 1,8.609413401585714,9.549322785858145
alternative 2,7.806207319859829,11.392039586293642
alternative 1,7.888716856590989,6.974346949143969
alternative 2,9.445177715154395,10.226774469860858
alternative 1,9.24911459943991,10.766354344713386
alternative 2,13.195038375226588,13.4148206120241
alternative 2,11.35645848806416,6.29179283829351
baseline,9.192667592409098,6.487044846850976
alternative 2,15.590562221136846,15.46220264758149
alternative 1,10.95093359248903,12.075376527917092
alternative 2,11.252829579709978,10.598167746382373
alternative 1,4.207637345012633,9.27820290422927
alternative 1,6.356540812961221,10.34406961261511
alternative 2,10.321170463834397,15.340465887038343
baseline,12.749883066168524,10.353535947564934
alternative 2,9.699180938581122,14.52806437627979
alternative 1,8.91013606162041,10.495021884905833
alternative 1,9.126748813280505,8.287538282878032
baseline,10.10951866715656,3.614099447965052
alternative 1,4.356880796276438,10.548891625008883
baseline,14.704599071582459,10.544663312432506
baseline,7.838893435310038,5.171438737797994
baseline,12.353581781426916,7.798414546954697
baseline,11.92970625565768,10.669595474197152
alternative 2,11.934901176764068,9.600805122060668
alternative 2,11.650933154908923,9.141636796230994
alternative 1,7.094080396895389,6.609502818451846
alternative 2,3.3449736060870645,8.956671312786472
alternative 1,13.55813454885586,11.690240277612792
alternative 2,11.183127355427875,7.297985017132547
alternative 2,13.492017677277232,9.142072064590925
alternative 2,15.224802941367177,6.556738210115956
alternative 1,6.7500914160820304,6.958190167341115
alternative 2,6.053644888697961,6.6888659444247125
baseline,10.309648779297753,7.363396925448118
alternative 2,-1.0691259877217902,12.722819892260365
baseline,4.947718811957784,11.267684854659912
alternative 1,9.093643769008695,15.852118449261027
alternative 1,11.99087244456786,7.986186213545077
alternative 2,8.393809312934064,14.008183042397857
baseline,5.572386708695765,10.072639807756124
alternative 2,10.106638610250984,8.470321793885972
baseline,11.060541953345275,10.068679581526027
alternative 1,10.372202228375233,9.916926957089851
baseline,11.253044215051743,9.780095578794784
baseline,8.021719338351057,9.512003780709787
alternative 1,6.85684032088794,7.158870185807449
alternative 1,7.991549991846744,9.141730517792473
baseline,10.105675919043433,12.249136482089991
baseline,8.50460775237747,10.090555779424461
alternative 1,9.354083141831456,7.674115137601804
alternative 2,10.721222358619634,12.50816424553194
alternative 2,11.059518650650201,10.179751787081925
baseline,7.884015007171998,15.406576553614627
alternative 1,7.054930889032497,4.496649618357567
baseline,12.580552360654229,9.155548881054722
baseline,9.090874537158776,7.863338658765419
alternative 1,14.615143872947513,10.563770835814047
alternative 1,10.649253664935255,9.987846870746802
baseline,10.81014884033559,13.695873831678242
baseline,9.247436016316914,5.1291873634378105
baseline,12.60416396268333,10.990104836727177
alternative 2,10.823939438655128,10.91225972464336
alternative 2,9.387767339117477,9.562077748562778
baseline,9.60489923842027,7.725535228787249
baseline,13.567518349315009,5.263224117746599
alternative 2,17.5826465154389,12.132086627619426
alternative 2,5.166073395892948,8.827501011527211
alternative 1,8.494362252289326,10.675659886826336
baseline,7.03186518778084,9.596076030104651
baseline,9.63664180563206,7.287144912279683
alternative 1,6.369743305586304,12.256413940107072
alternative 1,3.910252379872219,10.933636808288155
baseline,12.392530920634371,8.84432498498475
alternative 1,9.157118519174988,12.990484999092144
baseline,7.885445467827829,7.695042713332628
alternative 2,9.013548956702076,12.995976797669844
baseline,13.876881240654122,5.312329296609143
baseline,13.01872224193491,11.956724919041852
alternative 1,13.660784431349484,10.655324096379138
alternative 1,8.86721963916427,12.935650059714977
alternative 2,12.596711374505297,16.23469524244618
alternative 1,11.876123534885483,9.960643929271747
baseline,6.477686858871486,7.757248468417645
alternative 2,6.192135065915952,8.854813891817411
baseline,12.778202779698535,9.488986734558454
alternative 2,13.565175806280218,10.51272120031704
alternative 1,7.790723130737971,9.762875465509891
alternative 1,10.416290073165289,9.917670195390848
baseline,10.452052686555742,7.192849677239881
alternative 1,7.701071204273352,16.27538238846393
alternative 2,14.185399471270628,5.078477309570852
alternative 2,3.3990931274809153,9.728577264346168
baseline,12.68041868327797,7.940174487733378
baseline,13.064976184593814,9.678963695021253
alternative 2,10.010816160819076,11.768345528525545
alternative 2,8.904372621293193,8.63988103458904
baseline,12.010501786391389,9.405812188801928
alternative 1,14.726328820133208,11.581476238568055
alternative 1,10.886441484998285,9.351486061804795
alternative 2,13.124264030128819,8.532176681595061
baseline,10.847133253598546,6.751120858986319
baseline,13.118324176691775,10.371814091785376
alternative 2,16.44753919109363,16.676895151009276
baseline,12.289958354299443,9.70527593362371
alternative 1,6.161806463623294,12.214249409776473
alternative 1,9.630853691685685,11.114104517463385
alternative 1,14.189362162368731,7.026730134009959
alternative 1,6.22708749455599,8.79072218488796
alternative 1,11.46360344925547,11.164601720643464
baseline,7.312934464912683,11.769658702107447
alternative 1,5.396361543320211,6.986774976953427
alternative 2,10.15362804843243,7.83970626207434
alternative 2,13.169578465952805,10.359135449003283
baseline,15.296683532881781,8.758443903936756
baseline,9.63339354687777,13.13114782718529
baseline,9.727237590628613,13.982015743122638
alternative 1,10.622484631153474,2.4416405903439227
alternative 1,12.532711242448393,12.238180439359425
alternative 2,13.353997818331635,3.767064864364226
baseline,8.011030116186857,7.73388549932969
baseline,7.476635897318823,14.725767595681814
alternative 1,8.964696486529098,9.390317172112487
alternative 2,12.156024930947337,11.207905003668145
baseline,-0.004678131877488667,7.56092738855191
alternative 1,4.76163426662617,10.700918279464458
baseline,9.133322756997858,9.546162693503806
alternative 2,4.264440753328431,8.570443325928506
alternative 2,13.845390755498446,13.728348449306502
baseline,12.1565902586221,5.493604119655643
baseline,13.77820540897637,11.672006765000047
alternative 1,8.648432897806384,3.424891056470768
baseline,12.860784851987551,7.723501010049862
alternative 2,11.538497463164344,9.705181581909988
alternative 2,15.115184953314834,9.123899042007475
alternative 2,10.454659229742157,14.23584617143589
alternative 2,8.525333268749435,11.94296855422333
alternative 1,8.404152831364607,6.492374113985212
baseline,10.003482960162618,11.575115340823963
alternative 2,14.561129519929533,13.924081956037046
alternative 1,8.115707777323403,6.538252303903359
alternative 2,9.543783301267561,5.955407740009534
baseline,9.347841401750484,8.475004149140725
baseline,12.182470612470297,2.8821944602568657
alternative 2,8.299176161740082,7.323445086674253
baseline,13.561381757224076,6.15846686779695
alternative 2,11.179972078946982,9.115614756740657
alternative 2,13.629127580509145,11.287495593531641
alternative 2,10.863731195461138,7.835999376235796
alternative 1,3.442972490670371,10.241256967062217
alternative 1,10.591469395589618,4.775397162576041
alternative 2,6.798917507014352,10.256989920115029
baseline,11.01742505862361,6.528058069723822
alternative 1,7.277805859295886,3.9905334842887203
alternative 1,13.131791711439702,5.600376777894644
alternative 1,10.626778173745652,9.39511791153986
alternative 1,12.868780858874278,7.12323772167573
baseline,10.183758131021161,4.40471927228795
alternative 1,3.1844194891807387,11.289000751596422
alternative 2,5.144922482790894,8.815347396696408
baseline,13.033886343918759,11.740054568284037
alternative 2,8.50624353615422,4.734490590775483
alternative 2,12.028484584966586,13.526770348580541
alternative 2,8.513285764003129,7.09006142477865
alternative 1,7.425294111393004,11.214826132421347
alternative 2,14.185552819244737,5.781179565858433
baseline,5.505154572026041,16.519988965797346
alternative 2,9.968031636329885,10.258678387070928
baseline,7.924207478147083,10.969886928358148
alternative 2,13.380182624104567,10.399388514718789
alternative 2,15.722574231043303,8.519766230176725
baseline,9.211352580893871,10.194219053832247
baseline,11.394884936518292,10.183841786187827
alternative 2,6.646754919134727,10.437545498586683
baseline,8.877479245589688,7.757068957776063
alternative 2,10.59744616425973,6.615431938012357
baseline,6.593826028380306,1.653593119988451
baseline,15.241711985529673,11.167193957309006
alternative 2,10.149707636081084,7.498330289340055
alternative 2,1.8719031538607496,7.314413371335547
alternative 2,12.647599011492229,12.326522910781605
baseline,11.926875980809905,9.975175867257406
alternative 2,14.411622437794136,8.514388333734379
alternative 1,12.255566748403083,8.34625266883936
alternative 1,6.356576073366713,6.4828610587324365
alternative 2,7.306510736481141,11.477204086407456
alternative 1,6.771763286708764,6.400913464895169
alternative 1,11.14120565898408,10.483911171416699
baseline,12.887775948537406,11.037798533818396
alternative 2,8.240665259408065,9.728307249405763
baseline,10.375398972309032,6.7425240245779925
alternative 2,7.186125077718022,7.457835172646886
baseline,16.10974707001624,8.261767717335353
alternative 1,12.698600374160144,8.094018471560606
alternative 2,13.166516458619975,12.20747496667354
baseline,12.857771523856135,10.663482026026875
baseline,14.132099736343454,10.635061908058184
baseline,15.140589188020838,4.6402405904347
alternative 1,10.044858743000455,10.349970777607
alternative 2,7.690440462583526,11.238752665291216
baseline,5.5297519732701454,7.5374470227190145
alternative 2,4.502736561306577,14.175879550888444
alternative 1,8.305351518164114,16.000652104448935
alternative 1,11.408849779558485,10.844294640053073
alternative 2,8.741316917157002,6.3609498929377395
baseline,11.568914721690836,9.285457972181053
alternative 1,4.982189053544097,4.949424750475044
baseline,7.123888812569248,14.962901675798692
baseline,16.639833754033912,10.11496744192673
baseline,10.446828388723866,8.491038884511436
baseline,7.196543955071493,13.625537172821732
alternative 1,14.620729181691408,6.819742742482143
alternative 1,8.751484864726196,8.150401097869496
alternative 1,7.739282775405068,13.057724766289587
baseline,6.064115363901635,10.899409072808918
baseline,12.184714321917596,9.073546479194542
alternative 1,11.679203480960318,9.942955521612351
alternative 2,14.151389763468337,4.933384085222437
baseline,8.953674216979392,9.284560571446896
alternative 2,2.4833778465859524,6.242141799264395
alternative 1,6.559202236923641,12.344617984470048
alternative 1,6.8794699610561985,7.045763038082069
alternative 1,11.452457341968575,4.6462680626298365
baseline,3.786267797669284,8.41522309979196
baseline,5.656879695764934,5.270962116021053
alternative 1,10.720301375063945,12.127921513737737
alternative 1,11.366592647556375,12.826329980921699
alternative 2,14.223402960044405,3.1142293735192075
alternative 1,10.3512358797884,7.911175401291324
baseline,7.757727262028691,11.181243896626116
alternative 2,5.309113560312745,4.24667418238304
baseline,11.90071823224515,10.963358052532694
alternative 1,9.41019796761453,6.860259785830589
alternative 2,12.731488903746373,11.540908676181427
alternative 2,10.755913545142363,5.968036876190686
alternative 2,9.224254962811479,12.013501032573329
alternative 2,14.48157366840536,8.520390189871014
alternative 2,9.750981096575213,9.014932675924817
alternative 2,11.324679026732916,7.756798099819928
baseline,1.3174448272852484,13.07830700494129
baseline,15.384066841487648,7.662800421182863
baseline,6.800039893243678,9.088698432829334
baseline,9.437488348813682,12.486555731488878
alternative 1,9.163918324935114,7.122131508886451
alternative 1,5.0447716483258525,12.096902554459021
alternative 1,10.79853372349275,12.681679634275456
baseline,7.095439747836719,15.015310698584987
alternative 2,5.268916478828289,11.628803064204439
baseline,4.271251698409295,7.129005854904596
alternative 1,13.683068791343878,11.994092763427968
alternative 1,7.361338753538455,7.943488871534935
alternative 1,9.301866332506327,11.042422972282168
baseline,13.75473814804809,8.131297986174516
baseline,5.164644809538395,9.97090588114628
alternative 2,9.127707487474815,5.598098885754658
alternative 2,11.393006745938383,8.860658737721632
alternative 1,9.919536619409383,6.816667399438459
baseline,11.460131590976495,5.5487054097350645
alternative 1,6.516805830910251,8.771257306738168
alternative 2,15.725455244879143,11.854476105645482
alternative 2,13.73157751280337,13.751231100029432
baseline,20.80849640743262,9.624767202675303
baseline,14.261202769389566,12.537905763205824
alternative 2,13.488097509922577,14.822718854120543
alternative 1,7.742060907046571,8.003944928190862
baseline,10.959296540445585,8.951900684234339
baseline,10.95550255899452,14.188246355159034
alternative 1,7.565559831881165,8.585963112218808
alternative 2,11.022933010579731,8.815044721924492
alternative 2,4.757982515959538,7.759617071903181
alternative 1,11.062119726712513,13.812640252797939
alternative 1,5.536144297386819,6.022152802307471
baseline,10.090701408152007,3.2732148053664893
alternative 1,7.6650893910386175,4.29187382134582
alternative 1,13.107183899527396,7.192006536948787
alternative 1,13.95850255901708,12.840564060375018
alternative 1,7.06104810690775,6.284121089461768
baseline,9.419362752497234,9.18606012722539
baseline,11.038440831857205,7.170370131409463
