worker_id,occ_code,risk_score,incident,incident_cost
3366,1,-0.74476676,0,0
3378,4,-1.5212671,0,0
3380,4,-0.30773573,0,0
3382,3,-0.63283579,0,0
3389,2,1.4187142,1,0
3392,2,0.57168529,0,0
3394,1,0.67470771,0,0
3395,3,1.6243312,0,0
3403,2,1.4089497,0,0
3412,1,-0.06690331,0,0
3415,1,-1.9031311,0,0
3422,1,-0.0618927,0,0
3425,1,-1.8569618,0,0
3426,2,1.1018609,0,0
3435,1,0.1412394,0,0
3442,1,0.75919612,0,0
3443,1,-0.38124094,0,0
3446,1,1.0469834,1,0
3449,1,-0.7510178,0,0
3451,2,0.17343293,0,0
3452,2,-0.65217547,0,0
3454,1,-1.7606261,0,0
3455,4,0.19212496,0,0
3456,3,0.44756497,0,0
3458,4,-0.15095808,0,0
3462,3,0.19267913,0,0
3465,3,1.9783396,1,0
3466,3,0.66889882,1,0
3468,1,-1.0677391,0,0
3471,2,0.40704178,0,0
3473,2,-0.64928289,0,0
3479,4,-1.2560184,0,0
3480,2,2.0351693,1,0
3485,2,0.73575375,0,0
3486,3,0.62185566,0,0
3490,2,0.37366505,1,0
3494,2,1.369755,0,0
3495,1,1.8958038,0,0
3498,3,-0.40746526,0,0
3500,3,-1.619373,0,0
3501,2,1.2489612,0,0
3503,1,0.2853088,0,0
3504,2,0.51055466,0,0
3507,2,1.776687,1,0
3508,3,1.2658114,0,0
3509,2,0.52307742,0,0
3510,1,-1.310969,0,0
3515,4,1.0080379,1,0
3518,1,-0.88275553,0,0
3519,2,1.1883347,1,0
3521,2,0.31578492,0,0
3523,1,-1.8053607,0,0
3525,2,-0.45828343,0,0
3546,2,0.04313897,0,0
3548,4,0.47548268,0,0
3553,1,-0.2587229,0,0
3554,2,0.65301016,0,0
3559,2,0.62402478,0,0
3560,2,0.86820037,0,0
3561,3,0.87806738,1,1066
3566,3,1.1313937,1,285
3570,1,0.86627281,0,0
3573,1,-0.36810517,0,0
3574,2,1.3833649,0,0
3576,1,-1.2847264,0,0
3578,1,-1.1730978,0,0
3580,1,1.116021,0,0
3583,2,1.3230185,0,0
3592,1,-1.6063519,0,0
3596,4,0.3586304,0,0
3599,4,-0.63164816,0,0
3607,1,0.1501299,0,0
3611,2,2.1048563,1,1053
3616,2,1.5417935,0,0
3619,1,1.5256026,0,0
3620,4,-0.62497005,0,0
3622,1,-0.059534,0,0
3626,2,-0.68196169,0,0
3627,3,-0.27082711,0,0
3628,2,1.1272268,0,0
3629,2,-0.15847979,0,0
3632,4,-1.1425737,0,0
3636,1,-0.99182681,0,0
3638,1,-0.76604072,0,0
3653,1,0.1388815,0,0
3655,1,-0.77652047,0,0
3668,1,-0.15081493,0,0
3669,1,0.40171194,0,0
3673,1,-1.3676173,0,0
3678,2,0.25420026,0,0
3679,1,-0.28315875,0,0
3685,1,0.71442959,0,0
3689,2,0.87054387,0,0
3697,1,-0.26804413,0,0
3700,2,1.3374745,1,158
3703,2,1.6686502,1,0
3706,1,-0.819375,0,0
3708,2,0.82701635,0,0
3709,2,0.70899531,1,0
3711,3,0.11325703,0,0
3714,3,-0.26586233,0,0
3716,3,1.2502033,0,0
3720,2,-0.49944841,0,0
3722,2,1.4948909,1,490
3724,2,1.4146408,1,26
3733,2,1.5193579,0,0
3735,1,-0.99950923,0,0
3736,4,-1.5236633,0,0
3738,3,0.65222124,0,0
3740,2,-0.69095463,0,0
3742,1,-1.3777856,0,0
3745,1,-0.14481467,0,0
3748,3,1.8278339,1,191
3752,2,2.2719986,1,0
3759,4,-0.09127336,0,0
3760,1,-0.41823741,0,0
3762,1,-0.34751106,0,0
3766,3,0.52734313,0,0
3770,2,-1.3002673,0,0
3771,4,0.38364379,0,0
3772,4,-0.87943271,0,0
3780,4,0.1432814,0,0
3785,2,-0.33249321,0,0
3786,4,-0.64220386,0,0
3789,1,-0.80373357,0,0
3792,1,-1.3617403,0,0
3793,1,-1.0930123,0,0
3795,2,1.4240454,0,0
3798,3,0.47554307,0,0
3802,1,0.71152488,0,0
3803,1,0.34013945,0,0
3809,4,1.1619185,0,0
3812,1,0.4542389,0,0
3813,2,0.47007758,0,0
3817,2,-0.16809773,0,0
3824,1,-0.45091759,0,0
3825,3,0.87406835,0,0
3826,2,0.56652643,0,0
3828,1,-0.0876224,0,0
3834,2,0.77594528,0,0
3837,2,2.2485537,1,328
3841,2,0.9842803,0,0
3843,2,-0.95342356,0,0
3844,2,0.68566897,0,0
3846,2,-1.0804542,0,0
3850,1,-0.46149215,0,0
3852,1,-0.1255189,0,0
3855,2,0.19796208,1,224
3861,2,1.5501615,0,0
3866,1,-0.35465159,0,0
3868,1,-0.97716763,0,0
3872,1,-0.83521028,0,0
3873,1,-0.0720197,0,0
3878,4,0.90778445,1,0
3882,4,-1.163124,0,0
3885,4,-0.88352437,0,0
3888,3,-0.37273532,0,0
3889,4,-1.6068446,0,0
3905,1,-0.8456852,0,0
3908,3,-0.53355791,0,0
3911,2,0.40445163,0,0
3912,2,2.1886713,1,0
3921,1,-0.03353914,0,0
3930,4,0.27158162,0,0
3935,2,0.4463191,0,0
3937,1,1.2143482,0,0
3942,1,0.19325219,0,0
3944,2,1.0930662,0,0
3945,1,0.34923414,0,0
3946,3,0.24241845,0,0
3948,1,-0.54474588,0,0
3951,2,0.19711003,0,0
3955,1,0.05218543,0,0
3957,4,0.86109163,0,0
3958,4,-0.25511882,0,0
3960,1,0.73711717,0,0
3963,2,-0.13762889,0,0
3965,1,-0.50863551,0,0
3972,1,1.0710438,1,146
3976,1,-0.59556559,0,0
3978,1,-0.65944672,0,0
3987,1,-0.12539599,0,0
3995,1,-0.36629922,0,0
4002,1,-1.2485984,0,0
4003,3,0.3587747,0,0
4004,1,-1.4295339,0,0
4008,1,0.93420307,0,0
4010,2,0.99559379,0,0
4014,1,-0.48820907,0,0
4017,1,-0.86713741,0,0
4024,4,-0.57467772,0,0
4025,3,0.45476447,0,0
4030,4,0.53641004,0,0
4031,2,0.83102263,0,0
4038,3,0.79859207,0,0
4048,1,-0.52810276,0,0
4057,1,1.0255848,0,0
4058,4,0.51534373,0,0
4060,3,-0.19464154,0,0
4061,4,0.62284771,0,0
4063,1,-1.0116262,0,0
4081,1,-0.92623239,0,0
4089,1,1.2883965,0,0
4091,1,-0.83740863,0,0
4099,2,2.4174706,0,0
4100,4,0.22228474,0,0
4101,1,-2.4983587,0,0
4104,1,-1.2266445,0,0
4106,1,-0.77546718,0,0
4110,2,0.7411575,0,0
4117,2,1.1892002,0,0
4124,1,-1.0710429,0,0
4125,4,-1.1217616,0,0
4126,1,-0.52408536,0,0
4127,2,0.2174919,0,0
4128,2,-1.6355308,0,0
4134,2,0.65771204,0,0
4135,2,1.1822047,0,0
4139,3,-0.25168574,0,0
4140,3,1.6995361,1,0
4143,1,-1.6246952,0,0
4144,1,-1.247412,0,0
4146,1,0.11148815,0,0
4155,2,0.9397841,0,0
4159,2,-0.35836984,0,0
4161,2,0.13427121,0,0
4163,3,-1.07631,0,0
4164,1,0.76837089,0,0
4170,2,1.4617183,0,0
4174,1,-0.28290549,0,0
4175,3,1.5588416,0,0
4177,2,0.30736726,1,0
4179,2,2.2501975,0,0
4180,3,2.1954127,1,141
4183,2,1.3196396,1,0
4184,2,-0.58564533,0,0
4187,1,-0.66645793,0,0
4193,2,-1.3806886,0,0
4195,1,0.55080703,0,0
4197,1,-0.16699378,0,0
4199,1,0.26021202,0,0
4201,1,0.33236615,0,0
4207,1,1.464858,0,0
4208,1,-1.3046624,0,0
4210,1,-0.00080176,0,0
4212,1,0.08043301,0,0
4213,2,0.84014169,0,0
4224,1,-1.2470618,0,0
4227,2,0.62964451,0,0
4234,3,0.15887717,0,0
4241,3,2.1666474,0,0
4250,3,0.83173775,1,0
4253,1,-0.62445294,0,0
4255,3,0.44007408,0,0
4258,2,0.7756677,0,0
4262,3,1.004824,0,0
4264,3,0.41094902,0,0
4269,3,-0.11860214,0,0
4275,1,-0.70724043,0,0
4279,1,-0.81327566,0,0
4280,3,-0.66695134,0,0
4282,1,-0.41635728,0,0
4286,1,0.67786196,0,0
4297,2,1.8819873,1,0
4301,2,1.3313164,1,259
4305,1,0.84750324,0,0
4308,1,-0.48162876,0,0
4309,4,0.01252184,1,0
4313,1,-0.65710936,0,0
4316,2,1.3096423,1,86
4322,2,0.43681366,0,0
4328,3,1.402054,1,0
4343,2,0.83450574,0,0
4348,3,-0.57848426,0,0
4350,3,1.5351614,0,0
4357,4,1.5851539,0,0
4358,1,-1.4369182,0,0
4359,2,0.05849726,0,0
4362,2,1.0570453,0,0
4369,1,-0.32514103,0,0
4373,2,-0.06867617,0,0
4377,3,0.63264508,0,0
4382,1,-0.29135523,0,0
4385,3,0.42305785,0,0
4386,4,0.21070226,0,0
4390,2,1.0853416,1,373
4392,3,-0.3290594,0,0
4394,2,0.34613035,0,0
4396,2,0.04041925,0,0
4397,1,0.8775368,0,0
4399,1,-1.1799512,0,0
4408,1,-2.1924856,0,0
4415,1,-2.3927151,0,0
4422,1,0.71657137,0,0
4423,2,-0.23675845,0,0
4428,1,0.35205032,0,0
4434,1,0.37556634,0,0
4438,1,-0.5267498,0,0
4443,3,-0.0496224,0,0
4446,2,-0.4066919,0,0
4453,2,-0.76457529,0,0
4454,2,1.5333531,1,182
4458,2,0.37248478,0,0
4460,3,0.47578879,0,0
4462,2,0.81282435,1,32
4466,1,-2.8413142,0,0
4474,1,-1.9666226,0,0
4475,2,-1.1950436,0,0
4479,3,-0.18902434,0,0
4481,2,0.4375703,0,0
4482,2,0.58805241,0,0
4484,1,-0.90936365,0,0
4485,3,-0.8951127,0,0
4486,1,0.16428229,0,0
4487,3,1.6061143,1,0
4488,1,0.95552276,0,0
4489,1,-1.0046608,0,0
4490,2,-0.10088911,0,0
4501,1,0.41368409,0,0
4510,1,-0.07134713,0,0
4512,2,-0.27171306,0,0
4519,3,-0.10467316,0,0
4521,1,-0.59575494,0,0
4524,3,2.6851218,0,0
4526,2,-1.027243,0,0
4527,3,0.06750199,0,0
4529,1,0.61966695,0,0
4531,3,0.60563185,0,0
4535,2,0.59318894,0,0
4537,2,0.76384916,0,0
4538,3,-0.73868453,0,0
4544,2,0.95980249,0,0
4546,1,-0.5373187,0,0
4549,3,-0.45486312,0,0
4554,2,1.6591868,0,0
4556,3,-0.3604723,1,417
4557,3,-1.3648935,0,0
4558,3,-0.43607266,0,0
4560,3,0.93118791,0,0
4562,1,-1.4279784,0,0
4564,3,-1.116063,0,0
4566,2,0.50887982,0,0
4569,2,1.0892924,1,254
4570,2,-0.81748495,0,0
4576,1,-1.0259196,0,0
4584,4,0.07235294,0,0
4586,3,-0.18412465,0,0
4587,2,-0.12653064,0,0
4597,2,1.0555963,0,0
4603,4,0.10186911,0,0
4618,2,0.7746877,0,0
4628,1,-0.76386611,0,0
4636,1,-1.1341762,0,0
4639,1,-0.53079842,0,0
4640,1,-0.0388287,0,0
4641,1,0.10058099,0,0
4642,1,-1.6419189,0,0
4645,1,-0.84026711,0,0
4646,4,-1.3095022,0,0
4648,1,-0.6198878,0,0
4649,1,-0.35774287,0,0
4652,3,-0.48628576,0,0
4654,1,0.30750462,0,0
4657,3,-1.1384407,0,0
4659,2,0.85457157,0,0
4667,3,0.36069169,0,0
4668,1,-0.90427104,0,0
4676,1,-2.2690225,0,0
4677,1,-0.77877411,0,0
4681,4,-0.54634865,0,0
4682,1,-0.93097414,0,0
4686,1,-1.065891,0,0
4688,2,0.32944737,0,0
4690,3,-0.72938294,0,0
4692,1,0.00360398,0,0
4693,3,-2.2314188,0,0
4697,2,0.18335471,0,0
4701,4,-1.3252249,0,0
4702,2,0.01264937,0,0
4706,1,2.1306463,0,0
4708,2,-0.51207446,0,0
4718,2,-0.47351118,0,0
4719,2,1.1186659,0,0
4721,2,-0.10634854,0,0
4724,2,0.50664469,0,0
4726,1,0.87600587,0,0
4732,4,-0.11643849,0,0
4737,2,0.05768189,0,0
4745,1,-0.38793037,0,0
4747,2,1.2958601,0,0
4751,1,-0.19910397,0,0
4752,2,1.7576398,0,0
4756,2,0.07239856,0,0
4760,4,-2.525473,0,0
4772,1,0.53469079,0,0
4778,1,-0.28159218,0,0
4785,4,1.3003347,0,0
4786,3,-1.3870096,0,0
4789,1,-0.53743654,0,0
4791,2,0.3160128,0,0
4792,1,-1.2573821,0,0
4800,3,1.5930712,1,0
4806,3,-0.73787889,0,0
4807,2,0.97774971,1,214
4809,2,0.70016792,0,0
4810,2,-0.84293957,0,0
4816,1,-0.41627179,1,2154
4817,1,-0.69045019,0,0
4819,2,1.4726864,0,0
4831,2,1.5212917,1,311
4833,2,2.5737022,1,0
4837,1,-0.35861581,0,0
4838,1,0.53881241,0,0
4839,1,-2.2449124,0,0
4841,3,0.54578043,0,0
4844,2,1.1476147,0,0
4847,1,-2.4132683,0,0
4850,3,0.472149,0,0
4851,1,-0.35411947,0,0
4854,1,-2.2320968,0,0
4857,2,-0.73298149,0,0
4861,2,0.06755274,0,0
4866,1,-0.1611121,0,0
4870,2,0.65845864,0,0
4871,2,1.1892965,0,0
4872,1,-0.67064251,0,0
4875,2,1.3529795,1,0
4876,2,0.9058153,0,0
4880,1,-1.2162298,0,0
4881,1,-0.70164954,0,0
4882,2,0.47139765,0,0
4883,2,0.86561804,0,0
4884,1,-1.229414,0,0
4888,2,-0.04558574,0,0
4889,1,-1.4034395,0,0
4892,1,-0.59147722,0,0
4893,2,2.0150837,1,2569
4898,2,1.0265095,0,0
4909,2,-0.35596512,0,0
4917,3,1.9890864,1,0
4918,2,1.0499411,0,0
4922,1,-0.51878673,0,0
4925,2,-0.45610521,0,0
4926,1,-0.23663393,0,0
4928,2,1.2032497,0,0
4937,1,0.04441296,0,0
4938,3,0.71948326,0,0
4940,1,0.34178565,0,0
4945,2,1.2583007,1,576
4949,2,0.37645665,0,0
4950,2,-1.3887393,0,0
4952,3,1.2374705,0,0
4954,4,0.71699674,0,0
4955,1,-0.52131814,0,0
4957,3,0.63092847,0,0
4963,2,0.94462588,0,0
4964,1,0.42447524,0,0
4969,1,0.17076716,0,0
4970,2,0.76420606,1,200
4973,1,0.01811896,0,0
4974,3,0.64233568,0,0
4983,1,-1.662534,0,0
4990,1,-0.62678133,0,0
4992,3,0.42775198,0,0
4993,3,0.49348505,0,0
4995,2,-0.89050834,0,0
4996,1,-0.5750685,0,0
5001,1,0.84105547,0,0
5002,2,0.48601781,0,0
5004,1,-0.04645036,0,0
5007,3,0.29079903,0,0
5009,3,-0.84027221,0,0
5010,2,-1.0471127,0,0
5011,1,-0.19466689,0,0
5021,4,-0.36728657,0,0
5023,3,1.7851531,1,1241
5028,1,0.00631438,0,0
5031,1,0.49542392,0,0
5037,3,-0.41788359,0,0
5038,1,0.35857798,0,0
5040,3,0.08681172,0,0
5042,1,-1.4582044,0,0
5046,4,-0.37341907,0,0
5050,4,-0.91630028,0,0
5055,3,0.35461613,0,0
5057,2,1.1287291,1,0
5061,1,-1.6155009,0,0
5064,1,-0.04733955,0,0
5065,4,0.04356369,0,0
5066,2,-0.27023008,0,0
5068,1,-0.26937658,0,0
5073,2,0.70758959,0,0
5074,2,-0.95141859,0,0
5076,1,0.7873293,0,0
5077,2,-0.37406576,0,0
5080,3,-0.4167727,0,0
5081,1,-0.10079126,0,0
5084,1,0.18251833,0,0
5086,2,1.077716,0,0
5087,3,0.65254267,0,0
5091,2,0.28048217,0,0
5100,3,1.2923856,0,0
5104,2,0.99170037,0,0
5105,3,-1.4285142,0,0
5111,1,-0.07794437,0,0
5122,1,-0.04679593,0,0
5123,2,1.0128095,1,0
5127,2,2.9375711,1,1048
5130,4,1.497919,0,0
5131,1,1.4475486,0,0
5135,3,-0.66004194,0,0
5145,1,-0.00326231,0,0
5147,3,0.01109474,0,0
5153,2,-0.56879589,0,0
5159,2,0.72139076,0,0
5161,4,-0.6494938,0,0
5163,1,-1.1237219,0,0
5168,3,0.01072107,0,0
5172,2,1.0679038,0,0
5178,1,1.5680769,0,0
5183,1,-1.0255755,0,0
5191,2,0.6791049,0,0
5199,3,0.79292166,0,0
5218,1,0.07401235,0,0
5231,3,0.09349677,0,0
5233,2,0.88795904,0,0
5234,2,0.92918576,0,0
5239,2,1.5669268,0,0
5242,1,1.2298246,0,0
5249,1,-0.92278682,0,0
5256,3,1.5508405,1,0
5260,1,-2.1038582,0,0
5269,4,-0.70029778,0,0
5270,2,0.70757555,0,0
5282,1,0.57823745,0,0
5285,1,-0.9903135,0,0
5286,1,0.92517513,0,0
5293,3,-1.6130445,0,0
5296,2,1.9179386,0,0
5299,1,-0.73605348,0,0
5300,1,1.7953695,1,0
5307,4,-1.8451687,0,0
5310,1,-1.029031,0,0
5314,2,1.126243,0,0
5316,1,-0.36499466,0,0
5319,2,0.44059411,0,0
5320,1,-0.05933244,0,0
5324,1,0.74428765,0,0
5333,1,-0.91648336,0,0
5338,2,-1.6242754,0,0
5350,1,-0.65616537,0,0
5359,1,0.23427757,0,0
5361,2,-0.40865952,0,0
5363,1,-0.68100561,0,0
5365,3,0.59270436,0,0
5368,3,0.46814164,0,0
5370,1,0.17674788,0,0
5372,4,-0.38625364,0,0
5376,2,0.43072992,0,0
5382,2,0.348857,0,0
5390,4,-0.1658199,0,0
5409,1,-0.29386861,0,0
5414,1,-1.6813769,0,0
5421,1,-0.31091624,0,0
5423,3,1.4596402,0,0
5424,1,-0.43251385,0,0
5427,4,0.32766183,0,0
5430,2,-0.30855743,0,0
5435,3,-0.31167567,0,0
5438,1,-0.65767577,0,0
5439,4,0.25658124,0,0
5448,1,-0.93545337,0,0
5453,3,0.09270902,0,0
5460,1,-0.87581826,0,0
5466,3,-0.79441081,0,0
5467,3,0.33872998,0,0
5472,1,0.53190435,0,0
5481,1,0.71929511,0,0
5482,1,-0.55407481,0,0
5484,1,-0.0727119,0,0
5489,2,0.52148998,0,0
5495,3,-0.80115134,0,0
5498,1,0.02791524,0,0
5499,1,-0.42015346,0,0
5518,1,0.4288261,0,0
5523,2,1.2617504,1,4190
5524,2,-1.0945686,0,0
5527,1,-0.19858059,0,0
5528,1,-0.31282041,0,0
5532,3,-0.1835089,0,0
5544,2,0.4903034,0,0
5546,1,-2.2105525,0,0
5553,1,-0.02704833,0,0
5556,3,-0.6946119,0,0
5560,1,-0.65186038,0,0
5567,2,-0.09327764,0,0
5586,4,1.2854702,0,0
5587,2,0.39507402,0,0
5588,1,0.28808283,0,0
5591,2,-0.58839262,0,0
5593,2,1.8347997,1,0
5594,1,-0.3800493,0,0
5596,2,1.2875336,0,0
5597,4,-1.6545879,0,0
5599,2,0.62069812,0,0
5600,2,2.7816761,1,3539
5602,1,-0.94186347,0,0
5603,3,0.21937383,0,0
5607,1,-0.70817012,0,0
5608,2,-0.18671936,0,0
5609,2,1.1379812,1,0
5611,1,-2.2320894,0,0
5618,3,0.04757783,0,0
5622,1,-0.88534168,0,0
5624,2,0.20131714,0,0
5627,3,-0.06361442,0,0
5629,1,1.107943,0,0
5630,1,-0.44867104,0,0
5631,2,0.3099535,0,0
5641,1,0.55031109,0,0
5653,2,-0.35008363,0,0
5655,1,0.48800213,0,0
5662,1,0.23523442,0,0
5663,2,0.92596871,0,0
5664,1,-1.3365197,0,0
5665,1,0.18502315,0,0
5667,1,-0.79836567,0,0
5668,3,-0.817526,0,0
5669,2,-0.21068908,0,0
5681,3,0.75686679,0,0
5683,1,-0.19499648,0,0
5687,1,0.1434301,0,0
5688,1,-0.25596284,0,0
5699,3,0.67531355,0,0
5700,1,-0.38177576,0,0
5703,1,-0.02138494,0,0
5707,4,2.4261596,1,0
5713,4,-1.7654207,0,0
5714,2,-0.08626184,1,10476
5732,3,-0.39337679,0,0
5735,1,-0.45726039,0,0
5739,4,-0.66909777,0,0
5742,2,1.1770522,1,0
5743,3,1.65098,1,0
5747,1,-0.63340723,0,0
5761,1,-0.88951671,0,0
5762,4,-0.20093968,0,0
5776,1,0.73297477,0,0
5777,3,-0.15870728,0,0
5778,2,2.9062393,1,2471
5782,4,0.13841413,0,0
5783,2,-0.46475076,0,0
5787,3,-0.66030362,0,0
5795,3,-0.23660874,0,0
5797,2,2.2401047,1,0
5800,1,-0.26193835,0,0
5801,2,0.48856376,0,0
5805,2,0.84567451,0,0
5808,3,0.43522775,0,0
5811,2,1.286397,0,0
5812,1,-0.83333961,0,0
5814,3,1.4237964,1,0
5825,1,-0.5616391,0,0
5828,1,-0.09690658,0,0
5831,2,-0.20395586,0,0
5839,2,0.66969967,1,232
5842,1,-0.1537917,0,0
5844,2,1.2747314,0,0
5845,2,0.5212468,0,0
5850,3,0.49501849,0,0
5870,1,-1.5536588,0,0
5881,1,-1.0670938,0,0
5885,2,0.45398064,0,0
5892,2,-1.1792665,0,0
5896,3,-0.66918103,0,0
5905,2,0.99381953,0,0
5906,3,-1.5178565,0,0
5907,2,-0.32862119,0,0
5914,1,0.24960443,0,0
5919,3,0.90404023,0,0
5922,1,-2.8580113,0,0
5924,1,0.60497013,0,0
5929,3,0.44983484,0,0
5931,4,0.6861235,0,0
5933,1,0.04331223,0,0
5937,1,-0.09139091,0,0
5939,2,-0.00838817,0,0
5941,2,-0.11962961,0,0
5942,2,-1.3218488,0,0
5952,2,0.12339215,0,0
5954,1,-1.6587383,0,0
5957,2,1.3726381,1,84
5965,2,1.2596074,0,0
5973,2,-0.09130125,0,0
5977,3,1.327727,0,0
5982,2,-0.43480074,0,0
5984,1,1.0012675,0,0
5990,2,1.9003709,1,46
5994,4,-0.21107517,0,0
5996,1,1.2068842,0,0
5997,2,-0.58264869,0,0
6000,3,0.56331537,0,0
6001,2,1.6774308,0,0
6004,1,0.47955637,0,0
6005,1,0.05979548,0,0
6006,2,0.52995306,0,0
6007,2,-0.95583375,0,0
6008,3,1.0966199,0,0
6009,3,0.73046854,1,0
6012,3,1.9300145,1,0
6013,1,-0.37939859,0,0
6022,3,-0.427075,0,0
6023,1,0.33724402,0,0
6031,1,0.00325832,0,0
6032,2,0.14958775,0,0
6033,1,-1.2269825,0,0
6034,1,-0.52942668,0,0
6040,2,1.9230021,0,0
6045,2,0.2649498,0,0
6049,1,0.03014337,0,0
6058,2,0.1940042,0,0
6061,2,2.4005655,0,0
6068,1,-1.7298866,0,0
6070,1,1.2191254,0,0
6071,4,-1.1681172,0,0
6073,1,-0.91174736,0,0
6080,3,-0.11860447,0,0
6086,3,0.37483648,0,0
6090,3,1.1547156,0,0
6092,1,-1.1481925,0,0
6098,2,1.1233329,0,0
6101,2,0.41622233,0,0
6103,3,0.13096707,0,0
6106,4,-0.85647005,0,0
6108,1,0.13411529,1,0
6115,2,-0.18228985,0,0
6117,1,0.04979035,0,0
6118,1,0.58209895,0,0
6120,1,-0.03370966,0,0
6122,1,0.02606884,0,0
6124,1,-0.84517285,0,0
6125,1,0.69239912,0,0
6126,1,-0.64856131,0,0
6128,1,0.48139064,0,0
6142,1,0.82298751,0,0
6155,2,1.1703841,0,0
6166,2,-0.75134835,0,0
6167,2,0.09835412,0,0
6168,2,0.36115079,0,0
6176,4,-0.56892943,0,0
6177,3,-0.11033268,0,0
6180,2,1.8533664,0,0
6189,2,0.73199283,0,0
6191,3,-0.16064927,0,0
6192,1,-1.9461678,0,0
6193,1,-0.74948006,0,0
6196,2,0.09596574,1,0
6200,4,-0.01097242,0,0
6214,2,0.98175983,0,0
6218,2,-0.61982306,0,0
6219,1,1.587395,0,0
6223,2,1.6932882,0,0
6229,2,0.48666896,0,0
6231,4,0.25176038,0,0
6232,2,1.2789856,0,0
6234,1,-1.1685065,0,0
6236,1,-0.56320247,0,0
6239,3,0.76327011,0,0
6245,1,-1.7628954,0,0
6246,1,-1.9189372,0,0
6250,1,0.63070928,0,0
6252,1,0.24983709,0,0
6253,2,-0.18825646,0,0
6258,1,0.63195427,0,0
6260,1,-0.16902346,0,0
6268,3,1.6033179,1,121
6269,1,-0.40203938,0,0
6270,1,-1.2398387,0,0
6276,3,0.91649615,0,0
6286,2,-0.03233484,0,0
6295,1,1.1213064,0,0
6298,2,2.1285845,1,318
6301,1,-1.1177245,0,0
6302,2,1.0530344,0,0
6306,1,-1.0950735,0,0
6311,1,2.0271443,0,0
6315,2,2.1756771,1,0
6322,1,-0.78868597,0,0
6325,2,0.90567323,1,0
6327,3,0.48691907,0,0
6331,2,1.2746946,1,29172
6334,2,2.1668043,1,807
6336,1,-0.29080128,0,0
6352,4,-0.86195813,0,0
6354,2,2.761655,1,0
6357,1,-0.58905284,0,0
6365,3,0.45939999,0,0
6374,3,2.330784,1,279
6378,3,0.79661966,0,0
6396,3,-1.4102242,0,0
6398,1,-0.65926874,0,0
6407,4,-0.7963627,0,0
6408,1,-1.632365,0,0
6409,2,1.6995695,0,0
6411,1,-0.93375989,0,0
6413,2,0.70778742,0,0
6416,1,-1.0005631,0,0
6422,2,-0.73550754,0,0
6428,1,-0.9164297,0,0
6430,1,-0.48353687,0,0
6432,2,0.5834148,0,0
6436,1,-2.0796351,0,0
6443,3,-0.28726347,0,0
6449,2,0.32287235,0,0
6450,3,-1.408424,0,0
6458,3,-1.1462206,0,0
6460,3,0.53760597,1,3821
6468,3,0.55693782,0,0
6474,2,1.2267761,0,0
6475,1,-0.66461593,0,0
6478,2,0.36406226,0,0
6480,1,-0.62049645,0,0
6481,3,-0.16524852,0,0
6482,2,-0.45726561,0,0
6486,3,0.52166823,0,0
6493,3,-0.46044857,0,0
6496,1,-1.8308704,0,0
6501,4,-0.72385772,0,0
6506,1,-0.68013931,0,0
6517,3,-0.94088713,0,0
6519,1,-1.5884592,0,0
6520,1,0.70409528,0,0
6522,2,-0.01839985,0,0
6525,1,0.68859944,0,0
6535,2,0.76095207,0,0
6547,1,-0.68638532,0,0
6552,1,-1.4405398,0,0
6559,3,0.85352438,1,657
6566,2,2.1032042,1,0
6568,2,0.72029462,0,0
6569,2,-0.03780546,0,0
6581,3,-0.28629979,0,0
6584,1,-0.98681488,0,0
6588,4,0.09729577,0,0
6590,2,1.1804841,1,0
6591,1,0.9199087,0,0
6596,1,-2.0293808,0,0
6603,1,-0.54205482,0,0
6608,1,-0.22112061,0,0
6609,1,-0.89113684,0,0
6613,2,1.495358,1,3173
6618,3,-1.6829967,0,0
6623,1,1.6867647,0,0
6625,1,-1.4373185,0,0
6629,1,-0.26704016,0,0
6636,1,0.09590566,0,0
6638,3,-0.22642581,0,0
6643,1,-0.70403262,0,0
6647,1,-0.46912459,0,0
6648,1,-3.1820112,0,0
6651,2,1.1562003,1,29
6653,2,0.32470449,0,0
6663,1,-0.16092769,0,0
6664,3,1.0587843,0,0
6665,1,-1.3082785,0,0
6667,3,0.64213114,0,0
6668,2,1.6939336,1,0
6673,2,-0.25295959,0,0
6678,3,0.26108986,0,0
6684,3,-1.7570656,0,0
6692,1,-1.2618379,0,0
6693,3,-0.88904405,0,0
6695,2,1.1532639,1,486
6699,3,0.38121449,0,0
6701,1,-0.12528131,0,0
6703,4,-0.8873005,0,0
6718,3,0.55450537,0,0
6721,1,0.53860699,0,0
6722,1,1.3106658,0,0
6725,2,0.77695633,0,0
6727,1,-0.92702688,0,0
6728,1,0.25810599,0,0
6732,2,1.7627226,0,0
6733,3,-0.0913968,0,0
6735,1,-1.1380456,0,0
6738,2,-0.00594628,0,0
6743,1,-1.1900322,0,0
6744,1,-1.0741636,0,0
6747,2,0.48772023,0,0
6765,1,-0.68771491,0,0
6767,3,0.19001516,0,0
6771,1,-1.905519,0,0
6773,2,0.58057603,0,0
6777,1,-0.28768972,0,0
6779,1,-0.60577783,0,0
6784,1,-0.08106473,0,0
6789,3,0.65701307,0,0
6790,3,1.8510144,0,0
6795,2,1.3635057,1,0
6802,2,1.4275151,0,0
6803,2,-0.1086774,0,0
6804,1,0.30495405,0,0
6807,2,1.9449304,1,464
6808,4,-0.08076976,0,0
