personid,age,female,nprior,treatment,npurchase,total
15706,31,0,0,0,2,136.3946991
15707,38,1,4,30,0,0
15708,26,0,2,50,1,51.44002914
15709,25,1,1,0,0,0
15710,21,1,1,0,0,0
15711,44,1,0,0,0,0
15712,32,0,3,30,0,0
15713,30,1,3,30,3,171.3145943
15714,36,0,2,30,2,135.0228729
15715,36,0,3,15,0,0
15716,34,0,0,15,1,53.83736801
15717,28,0,1,30,1,54.19773865
15718,29,0,0,30,1,56.98500443
15719,42,1,1,15,0,0
15720,25,1,0,0,2,132.9696655
15721,34,0,0,30,1,66.48483276
15722,35,0,1,50,7,388.0876999
15723,32,1,1,0,1,51.35285568
15724,34,0,1,50,1,61.48937607
15725,39,1,1,50,0,0
15726,35,0,0,30,1,68.2495575
15727,25,0,2,50,4,234.2837677
15728,43,1,1,15,0,0
15729,36,0,1,0,1,65.39020538
15730,26,0,2,15,0,0
15731,36,1,1,15,1,60.26082993
15732,35,1,1,0,0,0
15733,33,1,0,15,0,0
15734,34,1,3,0,1,52.65883255
15735,34,1,1,50,1,65.02071381
15736,33,1,0,0,1,66.90257263
15737,36,0,1,15,0,0
15738,29,0,1,0,1,61.34805298
15739,38,0,0,0,0,0
15740,41,1,2,15,3,159.4509773
15741,36,0,1,15,0,0
15742,37,1,0,0,2,119.6849289
15743,26,1,2,30,1,66.15122223
15744,43,0,1,0,0,0
15745,36,0,1,15,0,0
15746,29,0,0,50,7,452.4149284
15747,25,0,1,50,1,64.85484314
15748,36,1,2,15,0,0
15749,25,1,2,50,2,135.3236694
15750,36,0,0,30,1,50.60276031
15751,40,0,2,50,5,288.8779793
15752,33,0,0,0,1,62.68139648
15753,38,0,2,30,0,0
15754,38,1,0,50,0,0
15755,35,1,1,15,1,66.48483276
15756,26,0,0,15,1,61.30220413
15757,43,0,3,30,2,113.0393143
15758,25,1,2,50,2,121.850708
15759,34,0,1,50,0,0
15760,40,1,2,0,0,0
15761,34,0,0,15,1,66.38333893
15762,22,0,0,30,0,0
15763,30,1,1,30,0,0
15764,34,1,2,30,1,65.788414
15765,40,0,2,15,0,0
15766,27,0,2,0,0,0
15767,27,1,2,0,0,0
15768,35,1,3,15,2,138.0952454
15769,30,0,0,0,0,0
15770,30,1,2,0,0,0
15771,43,0,3,15,0,0
15772,41,1,1,50,2,127.956131
15773,35,0,1,15,0,0
15774,29,0,1,0,0,0
15775,26,1,0,50,2,122.9441299
15776,28,1,2,50,2,135.796524
15777,33,1,1,30,2,131.1336403
15778,48,0,0,0,1,56.92396545
15779,37,1,2,15,0,0
15780,33,0,1,15,0,0
15781,30,0,1,0,0,0
15782,27,1,2,30,4,220.3844719
15783,35,1,1,30,1,67.37843323
15784,40,1,1,30,1,60.22687531
15785,35,1,1,0,2,104.2433472
15786,30,1,3,15,1,54.89404678
15787,29,0,3,0,1,68.6866684
15788,38,0,0,50,6,349.8341217
15789,37,0,0,30,2,123.1548233
15790,42,1,2,30,2,119.3897934
15791,32,1,1,30,2,138.9634552
15792,29,1,1,50,0,0
15793,36,0,2,30,3,193.5569916
15794,40,0,1,50,0,0
15795,42,0,1,0,4,219.8672867
15796,37,1,0,30,0,0
15797,34,0,1,50,2,139.1788788
15798,29,0,1,50,1,68.72085571
15799,36,0,1,15,1,66.90257263
15800,30,1,1,0,0,0
15801,36,1,2,50,4,237.4022522
15802,27,1,2,30,0,0
15803,31,0,2,15,0,0
15804,38,0,0,0,1,54.48986435
15805,34,1,4,50,2,124.5460815
15806,36,1,2,50,3,177.2165375
15807,30,1,1,50,2,139.6370697
15808,31,1,0,30,0,0
15809,39,0,1,50,1,69.0358429
15810,37,0,4,50,0,0
15811,40,0,0,30,0,0
15812,36,0,1,30,0,0
15813,34,1,0,30,0,0
15814,37,0,1,50,1,63.88101196
15815,34,1,1,15,0,0
15816,31,1,4,0,1,65.18778992
15817,27,1,3,50,0,0
15818,28,1,0,15,1,61.30220413
15819,30,0,1,50,1,53.67937469
15820,34,1,3,30,1,68.6866684
15821,34,1,0,50,1,65.788414
15822,41,1,1,50,1,51.58794403
15823,30,0,2,15,2,123.1548233
15824,28,0,0,0,0,0
15825,40,0,0,50,2,115.7182999
15826,36,0,3,30,0,0
15827,35,0,0,50,1,67.11172485
15828,39,0,2,15,0,0
15829,32,0,0,0,0,0
15830,36,1,1,50,2,132.3953094
15831,23,1,2,0,0,0
15832,44,1,2,15,6,372.8871651
15833,37,0,1,15,0,0
15834,41,1,2,30,0,0
15835,34,0,1,0,0,0
15836,41,1,2,0,0,0
15837,34,0,1,15,0,0
15838,37,0,1,50,0,0
15839,27,0,0,15,0,0
15840,28,0,0,0,0,0
15841,36,0,0,15,0,0
15842,36,0,2,30,0,0
15843,32,0,1,0,2,129.0252228
15844,30,1,0,50,0,0
15845,34,0,0,15,0,0
15846,32,0,0,30,0,0
15847,37,0,0,0,0,0
15848,25,1,1,0,0,0
15849,33,0,1,0,0,0
15850,23,0,4,30,1,64.49337006
15851,28,0,1,15,1,52.65883255
15852,22,0,2,0,2,130.3755798
15853,34,0,3,15,0,0
15854,43,0,0,0,1,55.28065109
15855,31,0,1,50,1,69.50073242
15856,29,1,1,0,0,0
15857,35,0,0,50,8,432.3247452
15858,40,0,3,30,3,188.721386
15859,26,0,3,50,4,260.2060966
15860,36,0,0,30,0,0
15861,34,1,0,0,1,66.9863739
15862,28,1,1,15,0,0
15863,38,1,1,30,1,67.51143646
15864,32,0,3,50,0,0
15865,33,0,1,15,0,0
15866,43,0,0,0,0,0
15867,24,1,2,30,1,65.788414
15868,38,1,3,30,1,52.12167358
15869,31,0,0,0,0,0
15870,35,1,1,0,3,184.8144188
15871,36,1,2,15,4,228.4343185
15872,35,0,0,0,1,52.9346199
15873,37,0,1,15,0,0
15874,33,0,1,15,0,0
15875,29,1,3,50,1,53.43130493
15876,36,1,2,15,4,233.1735878
15877,30,0,1,30,1,59.33590698
15878,38,1,2,30,1,50.60276031
15879,37,1,4,30,0,0
15880,37,1,1,15,3,179.6784477
15881,33,1,0,0,0,0
15882,30,1,2,50,2,115.8086853
15883,27,1,1,50,3,175.5748215
15884,34,1,3,30,0,0
15885,27,1,2,50,2,121.3763733
15886,33,1,1,30,0,0
15887,35,1,0,50,0,0
15888,16,0,5,0,0,0
15889,41,1,1,50,1,50.23633575
15890,31,0,4,0,1,56.23439407
15891,34,0,1,30,0,0
15892,36,1,0,0,0,0
15893,34,1,1,15,2,123.8380585
15894,28,1,0,30,0,0
15895,33,1,0,30,6,351.4183006
15896,30,0,0,15,1,68.72085571
15897,30,0,1,15,0,0
15898,30,1,1,50,4,232.2923584
15899,36,0,2,50,5,299.4949265
15900,33,0,0,0,1,58.08071136
15901,36,0,1,15,0,0
15902,37,1,3,15,2,115.8144836
15903,22,0,0,15,0,0
15904,28,1,0,50,0,0
15905,34,0,2,50,2,122.9945488
15906,34,1,1,50,0,0
15907,26,1,0,50,3,179.4809952
15908,36,1,0,50,5,320.8013229
15909,34,0,1,15,2,111.4000397
15910,23,1,2,30,0,0
15911,28,0,3,0,0,0
15912,23,1,3,50,2,115.9242134
15913,33,1,2,30,0,0
15914,48,1,0,50,2,125.501709
15915,30,1,1,30,1,51.82559586
15916,34,0,3,15,2,100.8444672
15917,29,1,1,30,0,0
15918,34,0,3,50,0,0
15919,41,0,3,15,0,0
15920,28,1,0,0,1,65.01851654
15921,23,0,3,15,0,0
15922,27,0,1,0,0,0
15923,34,1,0,30,3,173.6446075
15924,29,1,2,30,1,63.82751465
15925,31,1,1,50,1,65.31349182
15926,29,1,0,15,0,0
15927,37,0,0,15,0,0
15928,41,1,2,15,1,50.60276031
15929,30,0,1,15,1,53.31872559
15930,34,0,2,50,0,0
15931,33,0,0,50,6,354.2720032
15932,34,0,0,15,0,0
15933,32,1,1,15,1,60.78654861
15934,33,1,1,50,3,203.6481018
15935,35,1,0,0,1,59.79504776
15936,38,1,1,30,0,0
15937,30,1,2,15,0,0
15938,34,0,1,50,0,0
15939,29,0,0,30,1,67.36161041
15940,34,1,1,0,0,0
15941,34,0,2,30,0,0
15942,34,0,2,50,6,313.4179153
15943,32,1,1,15,1,61.57741165
15944,36,0,0,15,1,67.91951752
15945,35,1,0,0,2,113.0196304
15946,42,1,1,15,0,0
15947,40,1,0,30,0,0
15948,34,1,4,50,2,125.5792084
15949,28,0,1,30,0,0
15950,23,1,1,50,1,69.0358429
15951,27,1,0,30,2,132.3024445
15952,41,0,2,50,0,0
15953,37,1,1,30,0,0
15954,33,0,2,15,0,0
15955,27,0,0,15,0,0
15956,34,1,2,15,3,186.5939865
15957,30,1,0,50,1,65.39020538
15958,35,0,3,0,0,0
15959,34,1,2,30,3,188.8747025
15960,37,1,2,50,1,66.1785965
15961,30,0,3,0,0,0
15962,34,1,1,0,0,0
15963,28,1,2,15,2,132.357193
15964,35,1,0,0,0,0
15965,29,1,1,30,5,301.1605072
15966,32,0,0,30,0,0
15967,36,1,0,30,3,177.2749062
15968,28,1,3,15,0,0
15969,30,0,3,30,0,0
15970,36,0,0,15,0,0
15971,27,1,1,15,1,57.36653519
15972,36,1,1,15,1,57.73023605
15973,32,1,0,30,2,131.5613861
15974,30,1,0,0,2,121.0047073
15975,31,0,0,0,0,0
15976,26,0,1,15,0,0
15977,30,1,0,50,0,0
15978,34,0,0,15,1,56.21730042
15979,37,1,2,30,0,0
15980,33,0,3,30,0,0
15981,31,1,2,0,0,0
15982,43,1,0,15,1,54.06032181
15983,38,0,1,0,0,0
15984,43,0,0,50,2,130.3755798
15985,29,1,3,15,1,68.52663422
15986,31,1,3,50,3,183.9066162
15987,38,0,0,0,2,133.9028625
15988,39,1,0,30,0,0
15989,30,0,3,30,3,166.4704742
15990,34,0,2,0,0,0
15991,38,1,3,50,0,0
15992,36,1,1,30,1,57.30766678
15993,32,1,0,0,0,0
15994,37,1,0,50,0,0
15995,30,1,0,15,0,0
15996,36,0,0,30,1,60.68818665
15997,24,1,3,0,0,0
15998,28,1,1,15,0,0
15999,37,0,1,30,0,0
16000,28,0,2,50,5,283.3235168
16001,32,1,1,15,2,104.7464104
16002,31,1,2,50,0,0
16003,32,0,1,0,0,0
16004,34,1,4,50,4,250.1450272
16005,36,0,3,30,0,0
16006,42,0,0,0,1,65.788414
16007,30,1,1,50,0,0
16008,37,1,1,0,0,0
16009,39,0,0,50,0,0
16010,38,0,0,30,1,67.66183472
16011,30,1,0,0,0,0
16012,31,0,0,0,0,0
16013,28,0,3,30,0,0
16014,33,0,0,50,0,0
16015,26,1,1,30,1,69.38604736
16016,29,1,2,50,1,56.92396545
16017,36,1,1,15,0,0
16018,42,0,1,15,0,0
16019,34,1,1,30,1,65.1122818
16020,30,0,2,50,1,54.50326157
16021,39,1,2,0,0,0
16022,29,0,1,50,1,69.38604736
16023,29,1,1,0,1,66.95143127
16024,38,1,0,0,0,0
16025,38,0,3,15,0,0
16026,33,0,1,15,2,128.6705475
16027,24,0,0,15,0,0
16028,34,0,0,0,0,0
16029,27,0,1,15,0,0
16030,38,1,1,0,1,52.32733154
16031,32,0,1,50,3,195.2301445
16032,30,1,1,15,2,126.4217987
16033,35,1,0,15,0,0
16034,36,0,1,50,0,0
16035,29,0,3,15,0,0
16036,35,0,1,0,0,0
16037,34,1,4,15,1,62.11251068
16038,28,0,1,50,2,130.5675659
16039,34,0,1,15,0,0
16040,32,1,3,50,2,126.4217987
16041,29,1,2,0,0,0
16042,32,1,0,15,2,133.5067368
16043,37,0,1,0,0,0
16044,29,0,1,50,1,61.90476608
16045,31,1,0,15,0,0
16046,43,1,0,50,2,104.1697998
16047,27,0,0,15,0,0
16048,34,1,3,0,1,67.51143646
16049,31,1,0,30,0,0
16050,32,0,0,30,2,110.7134132
16051,34,0,2,0,0,0
16052,28,1,2,30,0,0
16053,21,1,1,0,1,53.43130493
16054,19,0,2,30,1,69.04762268
16055,35,0,0,50,3,184.1786308
16056,32,1,0,0,0,0
16057,25,1,0,50,1,66.80722809
16058,33,0,1,0,0,0
16059,28,1,2,30,0,0
16060,41,1,3,30,3,208.6933136
16061,29,1,1,15,0,0
16062,35,1,1,0,0,0
16063,33,0,1,50,0,0
16064,26,0,2,30,0,0
16065,30,0,3,0,0,0
16066,39,1,2,30,0,0
16067,24,1,1,50,3,172.5234413
16068,27,1,1,0,0,0
16069,29,1,0,15,0,0
16070,39,1,3,15,2,134.2234497
16071,34,0,1,50,3,198.0456238
16072,29,0,1,15,0,0
16073,36,1,1,50,0,0
16074,35,1,0,50,0,0
16075,39,1,3,0,0,0
16076,37,0,0,0,2,128.9867401
16077,31,0,3,0,0,0
16078,28,1,2,15,0,0
16079,32,0,1,50,0,0
16080,33,0,1,30,0,0
16081,27,0,2,0,0,0
16082,27,1,0,0,2,122.5997925
16083,28,1,2,50,1,57.36653519
16084,30,0,0,15,1,69.50073242
16085,31,0,0,50,5,298.1838837
16086,40,0,1,30,0,0
16087,33,0,2,15,1,56.17770767
16088,31,0,1,30,0,0
16089,31,1,1,50,3,181.0943298
16090,38,0,2,0,0,0
16091,33,1,2,30,0,0
16092,39,1,0,0,0,0
16093,35,1,2,15,0,0
16094,36,1,1,50,4,226.9189529
16095,23,1,5,30,0,0
16096,39,1,1,0,0,0
16097,30,1,2,50,0,0
16098,37,1,1,0,0,0
16099,29,1,5,15,0,0
16100,35,0,2,0,1,52.70846176
16101,29,1,1,50,0,0
16102,34,0,1,30,2,102.7456589
16103,27,1,0,0,0,0
16104,33,0,3,30,0,0
16105,29,1,1,50,4,233.3968391
16106,34,1,4,15,2,131.576828
16107,32,0,1,0,0,0
16108,33,0,2,0,0,0
16109,39,1,2,50,1,56.51965714
16110,34,0,0,0,0,0
16111,29,1,2,30,2,105.4169235
16112,32,1,1,30,0,0
16113,27,1,0,0,0,0
16114,26,1,1,0,1,59.65428925
16115,34,0,0,0,0,0
16116,29,1,4,30,0,0
16117,27,0,0,0,1,68.48602295
16118,34,1,1,50,1,66.80722809
16119,35,0,1,30,1,57.30766678
16120,33,1,1,0,0,0
16121,30,0,0,50,1,60.39693451
16122,37,1,0,0,0,0
16123,19,1,0,30,0,0
16124,35,0,0,0,5,331.6992493
16125,16,1,3,0,0,0
16126,28,0,1,15,0,0
16127,35,0,0,50,4,245.834137
16128,35,0,0,50,1,62.27304077
16129,26,1,0,15,1,62.24783707
16130,34,1,2,15,0,0
16131,33,1,1,50,1,58.68217087
16132,36,0,3,0,0,0
16133,25,1,0,0,0,0
16134,37,1,1,50,0,0
16135,40,0,1,30,0,0
16136,44,0,0,15,0,0
16137,28,1,1,50,3,173.2704926
16138,25,0,1,0,1,69.04762268
16139,30,1,2,30,0,0
16140,33,1,2,30,1,66.11826324
16141,31,1,2,30,4,260.7467842
16142,38,0,2,15,1,62.99977875
16143,26,0,0,30,2,112.9138947
16144,28,1,2,15,1,63.61156082
16145,34,0,2,15,0,0
16146,34,0,0,50,3,209.9429932
16147,26,0,2,15,0,0
16148,38,1,1,15,0,0
16149,39,0,1,15,0,0
16150,34,0,0,50,1,62.41806793
16151,38,1,1,30,1,54.19773865
16152,25,1,0,15,1,68.6866684
16153,31,0,2,15,0,0
16154,37,0,0,0,2,117.4154778
16155,36,0,3,15,0,0
16156,30,1,0,15,0,0
16157,37,0,0,50,3,185.7570801
16158,36,1,0,15,0,0
16159,38,1,0,50,0,0
16160,30,1,3,15,0,0
16161,35,0,0,50,0,0
16162,31,0,0,50,0,0
16163,29,1,3,30,0,0
16164,36,1,1,0,0,0
16165,38,0,1,30,2,115.5920639
16166,30,1,0,50,3,188.140873
16167,30,1,0,30,0,0
16168,33,1,0,30,0,0
16169,31,0,1,15,0,0
16170,36,1,1,50,0,0
16171,38,1,2,15,1,66.95143127
16172,41,0,0,50,1,69.58943939
16173,29,1,0,30,0,0
16174,36,1,3,50,2,108.3954773
16175,30,1,0,50,2,132.9696655
16176,39,0,2,30,1,61.91902924
16177,26,1,0,30,3,191.5658073
16178,41,0,2,0,0,0
16179,31,1,0,30,0,0
16180,31,0,3,0,0,0
16181,36,1,0,0,0,0
16182,42,1,1,30,0,0
16183,22,0,0,15,2,135.0228729
16184,26,0,0,15,0,0
16185,41,0,0,0,0,0
16186,33,1,1,15,0,0
16187,36,1,6,50,0,0
16188,41,1,2,0,0,0
16189,36,1,0,30,1,50.86933517
16190,33,0,2,50,2,108.6758194
16191,38,0,0,15,0,0
16192,31,0,0,15,1,64.49337006
16193,33,1,5,30,0,0
16194,23,0,1,0,1,55.39971161
16195,34,1,1,50,0,0
16196,33,0,2,30,0,0
16197,30,1,2,15,0,0
16198,35,0,1,30,0,0
16199,34,0,2,50,3,191.0063057
16200,30,0,0,30,0,0
16201,40,0,2,30,0,0
16202,38,0,1,0,0,0
16203,39,1,0,0,0,0
16204,32,1,3,0,4,247.4495468
16205,29,0,0,0,1,68.64067841
16206,38,1,4,0,2,128.9228668
16207,34,1,1,50,0,0
16208,32,1,2,50,0,0
16209,36,1,0,30,0,0
16210,33,0,1,30,1,61.90476608
16211,30,1,1,50,0,0
16212,34,1,0,50,7,420.887867
16213,30,0,1,0,1,59.22239685
16214,32,0,0,0,2,121.8868637
16215,27,1,1,50,3,193.8336258
16216,40,1,3,50,3,177.6773911
16217,28,1,3,30,1,64.49337006
16218,38,1,0,0,2,133.9028625
16219,34,1,2,50,0,0
16220,27,1,1,0,0,0
16221,34,1,0,0,0,0
16222,42,0,1,15,1,60.79280472
16223,37,1,2,50,0,0
16224,34,0,1,50,1,63.88101196
16225,33,1,1,50,1,50.45692444
16226,33,0,0,30,1,64.02207947
16227,31,1,0,0,1,67.91951752
16228,36,1,2,15,0,0
16229,32,0,0,50,3,187.4743767
16230,34,1,1,0,5,287.0445404
16231,28,0,0,50,1,66.01520538
16232,26,0,2,15,0,0
16233,23,1,0,30,0,0
16234,36,1,2,0,0,0
16235,29,0,2,30,0,0
16236,36,0,2,50,4,212.3651848
16237,35,1,0,30,0,0
16238,35,1,0,15,0,0
16239,39,1,1,30,0,0
16240,30,0,0,0,0,0
16241,33,0,4,15,2,138.7720947
16242,35,0,2,15,0,0
16243,34,1,2,0,0,0
16244,36,0,1,30,0,0
16245,35,1,0,50,0,0
16246,37,1,0,15,0,0
16247,34,1,1,0,0,0
16248,33,1,3,15,0,0
16249,39,0,2,15,0,0
16250,40,1,0,15,0,0
16251,39,0,1,30,1,61.90476608
16252,37,1,0,15,0,0
16253,27,1,1,50,0,0
16254,32,0,1,30,0,0
16255,35,1,0,50,1,55.78879166
16256,33,0,1,15,0,0
16257,32,1,1,0,2,131.6310577
16258,42,1,1,30,2,117.2118797
16259,32,0,2,15,2,127.2084885
16260,37,1,1,15,4,267.483139
16261,29,0,1,50,2,117.7947044
16262,35,1,1,0,0,0
16263,30,0,0,15,0,0
16264,29,0,2,30,5,313.5281754
16265,33,1,1,50,1,58.89863586
16266,20,1,0,15,4,207.7765083
16267,25,1,3,30,2,133.8051453
16268,33,0,4,15,2,127.2444077
16269,39,1,3,30,0,0
16270,33,1,1,30,0,0
16271,28,1,0,50,2,124.628212
16272,36,1,1,15,0,0
16273,32,1,1,50,0,0
16274,35,0,1,50,1,59.98209763
16275,37,0,0,0,1,58.40400314
16276,37,1,5,0,1,56.29034042
16277,28,1,1,50,1,54.48986435
16278,34,1,3,50,5,288.6511841
16279,23,0,3,15,0,0
16280,35,1,2,0,1,55.54686737
16281,32,1,0,50,3,187.5275955
16282,30,1,0,50,0,0
16283,35,0,0,30,0,0
16284,36,1,1,0,0,0
16285,34,1,2,30,0,0
16286,31,0,1,30,2,122.3951645
16287,39,1,1,15,1,69.38604736
16288,28,1,0,15,0,0
16289,34,0,2,15,2,121.0047073
16290,35,0,0,30,0,0
16291,28,1,2,50,2,116.3724518
16292,27,1,1,15,3,173.8174133
16293,33,1,0,0,2,131.5613861
16294,28,0,3,30,0,0
16295,31,1,2,50,0,0
16296,32,0,0,0,1,65.18778992
16297,42,0,0,15,0,0
16298,37,1,2,0,1,59.32311249
16299,29,0,2,15,1,56.98500443
16300,29,0,0,50,3,182.3704872
16301,32,0,2,50,2,124.8361359
16302,35,0,2,15,0,0
16303,29,0,0,0,0,0
16304,33,1,1,30,0,0
16305,28,0,1,30,0,0
16306,37,1,2,15,2,122.6044083
16307,39,0,1,30,1,59.65428925
16308,38,1,1,30,0,0
16309,34,0,0,0,0,0
16310,29,0,2,50,1,62.11251068
16311,30,0,1,0,0,0
16312,40,1,2,0,0,0
16313,29,0,2,30,2,139.4846954
16314,29,1,0,15,0,0
16315,34,0,0,30,0,0
16316,43,0,0,50,0,0
16317,32,1,2,50,0,0
16318,36,0,0,50,0,0
16319,33,0,1,0,0,0
16320,25,0,5,15,0,0
16321,50,1,2,50,0,0
16322,23,1,1,0,2,134.6845551
16323,33,0,2,50,0,0
16324,27,1,1,0,0,0
16325,33,0,4,0,2,122.1510391
16326,33,1,2,15,0,0
16327,36,0,0,15,0,0
16328,31,1,0,0,0,0
16329,30,1,0,50,0,0
16330,37,1,1,15,2,100.4726715
16331,42,0,1,50,1,56.00032806
16332,30,0,1,15,0,0
16333,40,0,0,0,0,0
16334,25,1,0,0,0,0
16335,38,1,1,50,1,69.06432343
16336,37,1,1,30,0,0
16337,31,0,3,50,0,0
16338,30,0,0,0,2,135.5921097
16339,31,0,2,15,0,0
16340,33,1,1,0,2,118.4447937
16341,42,0,4,30,0,0
16342,30,1,1,15,4,217.6549988
16343,43,1,0,50,4,225.4746399
16344,20,0,0,15,0,0
16345,26,1,1,0,0,0
16346,35,1,0,50,1,60.79280472
16347,30,1,0,0,0,0
16348,32,0,2,30,2,115.4604721
16349,34,0,1,50,2,129.7096863
16350,29,1,0,15,2,115.5136642
16351,38,0,0,50,3,188.1479645
16352,30,0,2,15,0,0
16353,32,0,2,50,1,63.97712326
16354,16,1,2,50,5,316.8976746
16355,37,1,0,50,4,230.5668793
16356,36,0,2,30,3,187.9035835
16357,31,1,0,30,0,0
16358,31,1,2,0,0,0
16359,31,0,2,50,5,291.1223984
16360,27,1,0,30,0,0
16361,44,1,0,0,4,236.6809616
16362,39,0,2,0,0,0
16363,30,1,1,30,0,0
16364,35,0,3,0,2,133.3851318
16365,26,1,1,50,0,0
16366,22,1,2,50,1,66.60591125
16367,35,0,1,15,0,0
16368,28,1,0,50,0,0
16369,30,0,2,15,1,53.31872559
16370,28,0,2,30,0,0
16371,29,0,1,50,3,168.8710175
16372,40,1,2,15,1,52.12167358
16373,33,1,3,30,0,0
16374,41,1,1,50,0,0
16375,26,1,1,15,3,202.026825
16376,31,1,1,0,1,67.88269806
16377,33,1,0,50,0,0
16378,39,1,2,30,0,0
16379,40,1,2,15,2,126.8756638
16380,39,1,2,0,0,0
16381,37,1,0,0,0,0
16382,42,0,1,15,0,0
16383,33,0,0,0,0,0
16384,40,1,2,15,2,122.9178886
16385,31,1,1,50,0,0
16386,26,0,1,50,0,0
16387,31,1,1,15,0,0
16388,37,1,0,15,0,0
16389,35,0,0,0,0,0
16390,36,1,1,15,2,123.0825729
16391,32,1,1,30,1,55.39971161
16392,35,0,0,50,1,63.88101196
16393,42,1,1,50,1,59.22239685
16394,33,1,1,30,0,0
16395,28,0,0,15,0,0
16396,23,0,4,15,0,0
16397,35,0,0,0,0,0
16398,26,1,0,0,1,60.92074585
16399,30,1,2,50,4,253.265213
16400,40,1,1,0,1,67.34227753
16401,36,1,3,15,0,0
16402,34,0,2,0,0,0
16403,34,1,0,50,3,196.4401016
16404,33,1,1,0,0,0
16405,28,0,1,0,0,0
16406,37,1,1,50,1,63.82751465
16407,44,0,1,15,0,0
16408,35,1,2,30,0,0
16409,32,0,1,30,0,0
16410,37,0,0,15,0,0
16411,27,1,0,15,2,111.5775833
16412,45,1,1,30,3,197.9352417
16413,27,1,0,50,2,106.8415756
16414,32,1,1,30,1,54.4659462
16415,31,1,0,30,2,130.2245636
16416,32,1,2,15,1,60.78654861
16417,31,1,4,30,3,172.7215958
16418,35,0,2,30,2,135.672287
16419,27,0,0,30,0,0
16420,28,1,1,30,2,118.293808
16421,29,1,3,50,1,66.38333893
16422,35,0,3,30,1,62.99977875
16423,37,0,1,30,0,0
16424,32,1,1,30,0,0
16425,31,0,0,0,1,52.70846176
16426,36,1,2,30,0,0
16427,26,0,2,0,0,0
16428,36,1,0,50,1,51.44002914
16429,35,1,2,30,0,0
16430,34,0,0,0,3,199.2050171
16431,34,0,2,30,4,241.0433197
16432,29,1,1,0,1,51.02873993
16433,38,0,4,0,0,0
16434,37,0,1,30,0,0
16435,31,1,5,15,0,0
16436,25,1,0,50,3,202.6594162
16437,30,1,2,0,1,69.74234772
16438,33,1,2,15,0,0
16439,27,0,1,15,0,0
16440,35,0,2,50,1,52.9346199
16441,32,0,1,30,0,0
16442,37,0,1,50,1,63.88101196
16443,28,1,0,50,1,50.45692444
16444,33,1,3,30,0,0
16445,29,0,0,30,2,121.1845207
16446,42,0,2,15,0,0
16447,33,1,3,30,2,105.4169235
16448,27,0,1,0,0,0
16449,37,0,0,0,0,0
16450,31,1,2,15,0,0
16451,32,1,2,50,0,0
16452,34,0,1,0,0,0
16453,30,1,0,30,0,0
16454,28,0,2,0,0,0
16455,34,0,0,30,5,310.3859711
16456,37,1,1,0,1,61.54128647
16457,30,0,1,30,0,0
16458,40,1,0,30,2,124.4956741
16459,37,1,3,15,0,0
16460,31,0,2,30,0,0
16461,31,0,2,30,5,306.302124
16462,35,1,3,0,5,342.6331787
16463,31,0,2,0,0,0
16464,45,0,1,30,0,0
16465,31,1,3,15,1,52.70846176
16466,39,0,2,15,1,64.49337006
16467,31,1,1,0,0,0
16468,30,0,0,50,0,0
16469,31,1,1,0,0,0
16470,37,1,1,15,2,104.6253052
16471,37,0,2,30,0,0
16472,32,1,2,30,0,0
16473,33,1,3,15,2,137.3733368
16474,25,0,2,30,0,0
16475,40,0,2,15,0,0
16476,35,0,3,0,0,0
16477,38,0,0,0,0,0
16478,26,1,1,15,0,0
16479,24,1,0,50,2,111.7169266
16480,29,0,1,30,3,187.4188461
16481,31,0,4,50,1,59.6948967
16482,38,1,1,30,3,163.4695892
16483,40,1,1,50,0,0
16484,34,0,3,50,3,185.62117
16485,30,1,2,50,0,0
16486,35,0,2,30,0,0
16487,37,0,0,0,1,52.08516312
16488,29,0,6,15,2,103.6511917
16489,33,0,1,15,0,0
16490,27,1,0,0,0,0
16491,37,1,0,0,4,265.562561
16492,32,1,2,15,0,0
16493,24,1,2,0,0,0
16494,29,0,0,50,0,0
16495,31,0,0,15,0,0
16496,25,0,1,0,1,69.0358429
16497,36,0,3,0,1,65.02071381
16498,31,1,1,15,1,61.86861038
16499,40,1,2,50,0,0
16500,37,0,1,15,2,121.5064011
16501,33,1,0,15,0,0
16502,31,0,1,50,1,62.11251068
16503,26,1,3,30,0,0
16504,31,1,2,15,1,61.57741165
16505,32,0,1,15,0,0
16506,28,0,2,30,3,167.0116882
16507,41,0,0,15,2,121.774025
16508,27,0,0,30,0,0
16509,33,1,1,50,2,134.9995117
16510,34,1,2,30,0,0
16511,36,1,2,30,1,61.29989624
16512,30,1,1,0,0,0
16513,29,1,0,0,4,221.5330238
16514,40,1,1,0,0,0
16515,31,1,0,15,0,0
16516,34,0,1,50,2,139.9619904
16517,37,0,1,15,1,61.54128647
16518,37,0,0,30,0,0
16519,29,1,0,30,1,55.39971161
16520,35,1,4,50,4,248.7776413
16521,39,0,0,30,3,171.8200836
16522,40,0,0,30,0,0
16523,34,0,1,50,2,108.9797287
16524,29,1,1,30,2,130.7804108
16525,32,1,1,30,1,62.24783707
16526,33,1,1,0,2,133.4407387
16527,32,0,1,0,1,62.88819122
16528,41,1,3,30,1,68.19689941
16529,43,1,1,0,4,229.0831795
16530,28,1,0,0,0,0
16531,41,0,1,15,5,324.163147
16532,23,1,0,15,1,61.90476608
16533,37,1,5,30,0,0
